id,question,option_a,option_b,option_c,option_d,correct_option,explanation,topic,difficulty
2068,Que signifie DNS ? (v135),Domain Name System,Distributed Name Service,Dynamic Network Service,Direct Name Server,A,DNS = Domain Name System.,Réseau - DNS,Moyen
2081,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v0),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2082,Quel algorithme est asymétrique ? (v0),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2083,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v0),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2084,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2085,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2086,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2093,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v4),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2094,Quel algorithme est asymétrique ? (v4),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2095,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v4),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2105,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v8),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2106,Quel algorithme est asymétrique ? (v8),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2107,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v8),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2117,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v12),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2118,Quel algorithme est asymétrique ? (v12),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2119,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v12),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2129,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v16),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2130,Quel algorithme est asymétrique ? (v16),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2131,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v16),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2141,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v20),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2142,Quel algorithme est asymétrique ? (v20),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2143,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v20),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2153,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v24),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2154,Quel algorithme est asymétrique ? (v24),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2155,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v24),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2165,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v28),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2166,Quel algorithme est asymétrique ? (v28),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2167,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v28),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2177,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v32),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2178,Quel algorithme est asymétrique ? (v32),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2179,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v32),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2189,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v36),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2190,Quel algorithme est asymétrique ? (v36),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2191,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v36),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2201,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v40),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2202,Quel algorithme est asymétrique ? (v40),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2203,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v40),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2213,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v44),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2214,Quel algorithme est asymétrique ? (v44),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2215,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v44),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2225,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v48),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2226,Quel algorithme est asymétrique ? (v48),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2227,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v48),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2237,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v52),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2238,Quel algorithme est asymétrique ? (v52),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2239,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v52),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2249,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v56),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2250,Quel algorithme est asymétrique ? (v56),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2251,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v56),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2261,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v60),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2262,Quel algorithme est asymétrique ? (v60),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2263,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v60),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2273,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v64),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2274,Quel algorithme est asymétrique ? (v64),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2275,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v64),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2285,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v68),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2286,Quel algorithme est asymétrique ? (v68),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2287,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v68),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2297,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v72),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2298,Quel algorithme est asymétrique ? (v72),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2299,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v72),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2309,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v76),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2310,Quel algorithme est asymétrique ? (v76),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2311,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v76),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2321,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v80),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2322,Quel algorithme est asymétrique ? (v80),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2323,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v80),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2333,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v84),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2334,Quel algorithme est asymétrique ? (v84),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2335,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v84),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2345,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v88),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2346,Quel algorithme est asymétrique ? (v88),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2347,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v88),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2357,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v92),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2358,Quel algorithme est asymétrique ? (v92),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2359,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v92),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2369,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v96),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2370,Quel algorithme est asymétrique ? (v96),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2371,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v96),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2381,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v100),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2382,Quel algorithme est asymétrique ? (v100),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2383,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v100),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2393,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v104),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2394,Quel algorithme est asymétrique ? (v104),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2395,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v104),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2405,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v108),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2406,Quel algorithme est asymétrique ? (v108),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2407,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v108),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2417,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v112),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2418,Quel algorithme est asymétrique ? (v112),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2419,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v112),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2429,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v116),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2430,Quel algorithme est asymétrique ? (v116),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2431,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v116),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2441,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v120),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2442,Quel algorithme est asymétrique ? (v120),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2443,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v120),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2453,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v124),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2454,Quel algorithme est asymétrique ? (v124),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2455,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v124),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2465,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v128),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2466,Quel algorithme est asymétrique ? (v128),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2467,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v128),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2477,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v132),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2478,Quel algorithme est asymétrique ? (v132),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2479,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v132),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2489,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v136),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2490,Quel algorithme est asymétrique ? (v136),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2491,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v136),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2501,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v140),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2502,Quel algorithme est asymétrique ? (v140),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2503,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v140),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2513,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v144),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2514,Quel algorithme est asymétrique ? (v144),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2515,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v144),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2525,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v148),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2526,Quel algorithme est asymétrique ? (v148),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2527,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v148),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2537,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v152),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2538,Quel algorithme est asymétrique ? (v152),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2539,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v152),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2549,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v156),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2550,Quel algorithme est asymétrique ? (v156),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2551,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v156),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2561,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v160),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2562,Quel algorithme est asymétrique ? (v160),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
